id,date,temp
955,2015-11-05,17.8
955,2015-11-06,17.7
955,2015-11-07,17.6
955,2015-11-08,17.5
955,2015-11-09,17.3
955,2015-11-10,17
955,2015-11-11,16.9
955,2015-11-12,17
955,2015-11-13,16.9
955,2015-11-14,16.8
955,2015-11-15,16.7
955,2015-11-16,16.7
955,2015-11-17,16.6
955,2015-11-18,16.5
955,2015-11-19,16.2
955,2015-11-20,16.1
955,2015-11-21,15.9
955,2015-11-22,15.7
955,2015-11-23,15.6
955,2015-11-24,15.3
955,2015-11-25,15.2
955,2015-11-28,13.7
955,2015-11-29,13.6
955,2015-11-30,13.5
955,2015-12-01,13.3
955,2015-12-02,13.2
955,2015-12-03,12.3
955,2015-12-04,10.9
955,2015-12-05,11.1
955,2015-12-06,11
955,2015-12-07,11
955,2015-12-08,11
955,2015-12-09,11.1
955,2015-12-10,11.1
955,2015-12-11,11.1
955,2015-12-12,11
955,2015-12-13,11
955,2015-12-14,11
955,2015-12-15,10.9
955,2015-12-17,10
955,2015-12-18,9.6
955,2015-12-19,9.6
955,2015-12-20,9.7
955,2015-12-21,9.6
955,2015-12-22,9.5
955,2015-12-23,9.5
955,2015-12-24,9.5
955,2015-12-25,9.3
955,2015-12-26,9.2
955,2015-12-27,8.9
955,2015-12-28,8.5
955,2015-12-29,8.4
955,2015-12-30,8.4
955,2015-12-31,8.3
955,2016-01-01,8.2
